rider,place,grade,usual_grade,club,day,month
14439,,B,B,WaratahMastersCC,25,6
13407,,B,B,LidcombeAuburnCC,25,6
15546,,B,B,WaratahMastersCC,25,6
14653,,B,B,PenrithCC,25,6
15661,,B,B,NorthernSydneyCC,25,6
16202,1,B,B,ParramattaCC,25,6
15135,2,B,B,PenrithCC,25,6
14092,3,B,A,WaratahMastersCC,25,6
3638,4,B,B,WaratahMastersCC,25,6
13486,5,B,B,LidcombeAuburnCC,25,6
14148,,C,C,WaratahMastersCC,25,6
15810,,C,C,WaratahMastersCC,25,6
12716,,C,C,HunterDistrictCC,25,6
12367,,C,C,WaratahMastersCC,25,6
14775,,C,C,WaratahMastersCC,25,6
16139,,C,C,ParklifeCC,25,6
13336,,C,C,WaratahMastersCC,25,6
14701,,C,C,WaratahMastersCC,25,6
16092,,C,C,PenrithCC,25,6
15497,,C,C,MarconiCC,25,6
5458,,C,C,WaratahMastersCC,25,6
15914,,C,C,SutherlandShireCC,25,6
16199,,C,D,WaratahMastersCC,25,6
14229,,C,B,WaratahMastersCC,25,6
15981,,C,C,NorthWesternSydneyCC,25,6
13535,,C,C,WaratahMastersCC,25,6
13501,,C,C,MarconiCC,25,6
15681,,C,C,LidcombeAuburnCC,25,6
12780,,C,C,WaratahMastersCC,25,6
16090,,C,C,ParklifeCC,25,6
16102,,C,C,ParramattaCC,25,6
15955,,C,C,SouthernCrossCC,25,6
14101,,C,C,WaratahMastersCC,25,6
14388,,C,C,WaratahMastersCC,25,6
14531,,C,C,WaratahMastersCC,25,6
16195,,C,C,WaratahMastersCC,25,6
15507,,C,C,WaratahMastersCC,25,6
12730,,C,C,WaratahMastersCC,25,6
12436,,C,C,RandwickBotanyCC,25,6
16203,,C,C,SydneyCC,25,6
16148,,C,C,PenrithCC,25,6
14330,,C,C,CaravelloCC,25,6
16192,1,C,C,WaratahMastersCC,25,6
13954,2,C,C,ParklifeCC,25,6
14290,3,C,C,WaratahMastersCC,25,6
13398,4,C,B,SydneyCC,25,6
16152,5,C,C,DulwichHillBC,25,6
13437,,D,D,WaratahMastersCC,25,6
12481,,D,D,WaratahMastersCC,25,6
5058,,D,D,WaratahMastersCC,25,6
12334,,D,D,WaratahMastersCC,25,6
15701,,D,D,NorthWesternSydneyCC,25,6
12443,,D,D,WaratahMastersCC,25,6
15266,,D,D,PenrithCC,25,6
12576,,D,D,MarconiCC,25,6
12385,,D,D,WaratahMastersCC,25,6
16204,,D,D,SydneyCC,25,6
12483,,D,D,WaratahMastersCC,25,6
12456,,D,D,WaratahMastersCC,25,6
15802,,D,D,NorthWesternSydneyCC,25,6
12362,,D,D,WaratahMastersCC,25,6
16155,1,D,D,LidcombeAuburnCC,25,6
12621,2,D,D,WaratahMastersCC,25,6
16187,3,D,D,WaratahMastersCC,25,6
15256,4,D,D,WaratahMastersCC,25,6
16200,5,D,D,NorthWesternSydneyCC,25,6
12909,,E,E,WaratahMastersCC,25,6
12345,,E,D,WaratahMastersCC,25,6
12494,,E,E,WaratahMastersCC,25,6
14115,,E,E,WaratahMastersCC,25,6
12335,,E,E,WaratahMastersCC,25,6
12478,,E,D,WaratahMastersCC,25,6
12468,,E,E,WaratahMastersCC,25,6
12647,,E,E,WaratahMastersCC,25,6
15517,,E,E,WaratahMastersCC,25,6
12353,1,E,E,WaratahMastersCC,25,6
13980,2,E,E,WaratahMastersCC,25,6
12557,,F,F,DulwichHillBC,25,6
15924,,F,F,WaratahMastersCC,25,6
13048,,F,F,WaratahMastersCC,25,6
15020,,F,F,WaratahMastersCC,25,6
12425,,F,F,WaratahMastersCC,25,6
12347,,F,E,WaratahMastersCC,25,6
12383,1,F,F,WaratahMastersCC,25,6
12434,2,F,E,WaratahMastersCC,25,6
15530,,A,A,SydneyCC,2,7
15869,,A,A,NorthernSydneyCC,2,7
13975,,A,A,WaratahMastersCC,2,7
13950,,A,A,Bicisport,2,7
13161,,A,A,SydneyUniVeloClub,2,7
13011,,A,A,WaratahMastersCC,2,7
13789,1,A,A,LidcombeAuburnCC,2,7
15048,2,A,A,SydneyUniVeloClub,2,7
13960,3,A,A,PenrithCC,2,7
14263,4,A,A,SydneyUniVeloClub,2,7
15822,5,A,A,StGeorgeCC,2,7
13480,,B,B,WaratahMastersCC,2,7
16205,,B,B,RaphaCCSydney,2,7
16199,,B,C,WaratahMastersCC,2,7
13951,,B,B,LidcombeAuburnCC,2,7
12764,,B,B,SydneyCC,2,7
14896,,B,B,WaratahMastersCC,2,7
14439,,B,B,WaratahMastersCC,2,7
13579,,B,B,SouthernHighlandsCC,2,7
12421,,B,B,WaratahMastersCC,2,7
15185,,B,B,WaratahMastersCC,2,7
16198,,B,C,WaratahMastersCC,2,7
16073,,B,B,WaratahMastersCC,2,7
15546,,B,B,WaratahMastersCC,2,7
16206,,B,B,WaratahMastersCC,2,7
15661,1,B,B,NorthernSydneyCC,2,7
15933,2,B,B,NowraVeloClub,2,7
15439,3,B,B,RandwickBotanyCC,2,7
16015,4,B,B,RaphaCCSydney,2,7
15727,5,B,B,LidcombeAuburnCC,2,7
14830,,C,C,WaratahMastersCC,2,7
12412,,C,C,WaratahMastersCC,2,7
3692,,C,C,WaratahMastersCC,2,7
14148,,C,C,WaratahMastersCC,2,7
12367,,C,C,WaratahMastersCC,2,7
14701,,C,C,WaratahMastersCC,2,7
14531,,C,C,WaratahMastersCC,2,7
16197,,C,C,WaratahMastersCC,2,7
16052,,C,C,SydneyCC,2,7
12467,,C,C,ManlyWarringahCC,2,7
15968,,C,C,RandwickBotanyCC,2,7
12716,,C,C,HunterDistrictCC,2,7
13535,,C,C,WaratahMastersCC,2,7
15876,,C,C,ManlyWarringahCC,2,7
15703,,C,C,WaratahMastersCC,2,7
15809,,C,C,WaratahMastersCC,2,7
12730,,C,C,WaratahMastersCC,2,7
12896,,C,C,ManlyWarringahCC,2,7
14388,,C,C,WaratahMastersCC,2,7
12476,,C,C,WaratahMastersCC,2,7
15507,,C,C,WaratahMastersCC,2,7
15150,,C,D,SutherlandShireCC,2,7
16192,1,C,C,WaratahMastersCC,2,7
14101,2,C,C,WaratahMastersCC,2,7
14290,3,C,C,WaratahMastersCC,2,7
13336,4,C,C,WaratahMastersCC,2,7
16102,5,C,C,ParramattaCC,2,7
12456,,D,D,WaratahMastersCC,2,7
13559,,D,D,WaratahMastersCC,2,7
14857,,D,D,WaratahMastersCC,2,7
12358,,D,D,WaratahMastersCC,2,7
12603,,D,D,BankstownSportsCC,2,7
12483,,D,D,WaratahMastersCC,2,7
12362,1,D,D,WaratahMastersCC,2,7
16187,2,D,D,WaratahMastersCC,2,7
12443,3,D,D,WaratahMastersCC,2,7
12334,4,D,D,WaratahMastersCC,2,7
15256,5,D,D,WaratahMastersCC,2,7
12478,,E,D,WaratahMastersCC,2,7
12494,,E,E,WaratahMastersCC,2,7
14115,,E,E,WaratahMastersCC,2,7
12345,,E,D,WaratahMastersCC,2,7
12468,,E,E,WaratahMastersCC,2,7
12647,1,E,E,WaratahMastersCC,2,7
12909,2,E,E,WaratahMastersCC,2,7
12434,,F,E,WaratahMastersCC,2,7
15924,,F,F,WaratahMastersCC,2,7
12425,,F,F,WaratahMastersCC,2,7
13048,,F,F,WaratahMastersCC,2,7
12557,,F,F,DulwichHillBC,2,7
12347,1,F,E,WaratahMastersCC,2,7
12383,2,F,F,WaratahMastersCC,2,7
13960,,A,A,PenrithCC,9,7
13385,,A,A,MarconiCC,9,7
13674,,A,A,RandwickBotanyCC,9,7
13407,,A,B,LidcombeAuburnCC,9,7
5914,,A,A,MarconiCC,9,7
13975,,A,A,WaratahMastersCC,9,7
14544,,A,A,PenrithCC,9,7
13826,,A,A,ParramattaCC,9,7
13957,,A,A,NorthernSydneyCC,9,7
15224,,A,B,RandwickBotanyCC,9,7
15244,,A,A,ParramattaCC,9,7
14263,,A,A,SydneyUniVeloClub,9,7
16109,,A,A,SydneyUniVeloClub,9,7
15400,,A,A,NorthernSydneyCC,9,7
13511,,A,A,LidcombeAuburnCC,9,7
14459,,A,A,PenrithCC,9,7
16057,,A,A,NorthernSydneyCC,9,7
13505,1,A,A,LidcombeAuburnCC,9,7
14383,2,A,A,LidcombeAuburnCC,9,7
15679,3,A,A,NorthWesternSydneyCC,9,7
14170,4,A,A,MarconiCC,9,7
13432,5,A,A,MarconiCC,9,7
13480,,B,B,WaratahMastersCC,9,7
15652,,B,B,WaratahMastersCC,9,7
14971,,B,B,WaratahMastersCC,9,7
15149,,B,B,Unknown,9,7
13886,,B,B,WaratahMastersCC,9,7
16199,,B,B,WaratahMastersCC,9,7
16206,,B,B,WaratahMastersCC,9,7
13704,,B,B,RandwickBotanyCC,9,7
14386,,B,B,LidcombeAuburnCC,9,7
14849,,B,B,WaratahMastersCC,9,7
14439,,B,B,WaratahMastersCC,9,7
15051,,B,B,ParklifeCC,9,7
15185,,B,B,WaratahMastersCC,9,7
3638,,B,B,WaratahMastersCC,9,7
14123,,B,B,PenrithCC,9,7
14303,,B,B,WaratahMastersCC,9,7
14151,,B,B,EasternSuburbsCC,9,7
15460,,B,B,SydneyUniVeloClub,9,7
13793,,B,B,PenrithCC,9,7
14653,,B,B,PenrithCC,9,7
15439,,B,B,RandwickBotanyCC,9,7
15902,,B,B,SydneyUniVeloClub,9,7
15762,,B,B,WaratahMastersCC,9,7
14092,,B,A,WaratahMastersCC,9,7
15705,,B,B,WaratahMastersCC,9,7
16197,,B,C,WaratahMastersCC,9,7
3661,,B,B,WaratahMastersCC,9,7
14691,,B,B,WaratahMastersCC,9,7
15546,,B,B,WaratahMastersCC,9,7
15661,,B,B,NorthernSydneyCC,9,7
15531,1,B,B,LidcombeAuburnCC,9,7
14819,2,B,B,PenrithCC,9,7
13486,3,B,B,LidcombeAuburnCC,9,7
14600,4,B,B,MarconiCC,9,7
16198,5,B,B,WaratahMastersCC,9,7
14148,,C,C,WaratahMastersCC,9,7
15810,,C,C,WaratahMastersCC,9,7
12716,,C,C,HunterDistrictCC,9,7
12367,,C,C,WaratahMastersCC,9,7
15548,,C,C,WaratahMastersCC,9,7
13847,,C,C,PenrithCC,9,7
13562,,C,C,WaratahMastersCC,9,7
14701,,C,C,WaratahMastersCC,9,7
12730,,C,C,WaratahMastersCC,9,7
14330,,C,C,CaravelloCC,9,7
14861,,C,C,ManlyWarringahCC,9,7
15099,,C,D,LidcombeAuburnCC,9,7
14670,,C,D,LidcombeAuburnCC,9,7
14581,,C,C,LidcombeAuburnCC,9,7
16102,,C,C,ParramattaCC,9,7
15981,,C,C,NorthWesternSydneyCC,9,7
15730,,C,C,NorthWesternSydneyCC,9,7
5458,,C,C,WaratahMastersCC,9,7
15968,,C,C,RandwickBotanyCC,9,7
15681,,C,C,LidcombeAuburnCC,9,7
12596,,C,C,MarconiCC,9,7
15737,,C,C,WaratahMastersCC,9,7
14388,,C,C,WaratahMastersCC,9,7
14531,,C,C,WaratahMastersCC,9,7
13320,,C,C,LidcombeAuburnCC,9,7
15809,,C,C,WaratahMastersCC,9,7
16195,,C,C,WaratahMastersCC,9,7
12896,,C,C,ManlyWarringahCC,9,7
12535,,C,C,LidcombeAuburnCC,9,7
14290,1,C,C,WaratahMastersCC,9,7
16092,2,C,C,PenrithCC,9,7
13336,3,C,C,WaratahMastersCC,9,7
14101,4,C,C,WaratahMastersCC,9,7
16207,5,C,C,TownsvilleCC,9,7
15256,,D,D,WaratahMastersCC,9,7
12481,,D,D,WaratahMastersCC,9,7
5058,,D,D,WaratahMastersCC,9,7
13134,,D,D,WaratahMastersCC,9,7
12621,,D,D,WaratahMastersCC,9,7
16209,,D,D,PenrithCC,9,7
15802,,D,D,NorthWesternSydneyCC,9,7
13559,,D,D,WaratahMastersCC,9,7
16200,,D,D,NorthWesternSydneyCC,9,7
12456,,D,D,WaratahMastersCC,9,7
12576,,D,D,MarconiCC,9,7
16208,,D,D,Unknown,9,7
12679,,D,D,WaratahMastersCC,9,7
14857,,D,D,WaratahMastersCC,9,7
12603,,D,D,BankstownSportsCC,9,7
16187,1,D,D,WaratahMastersCC,9,7
16033,2,D,D,MarconiCC,9,7
12334,3,D,D,WaratahMastersCC,9,7
12385,4,D,D,WaratahMastersCC,9,7
12443,5,D,D,WaratahMastersCC,9,7
12647,,E,E,WaratahMastersCC,9,7
12335,,E,E,WaratahMastersCC,9,7
12494,,E,E,WaratahMastersCC,9,7
12478,,E,D,WaratahMastersCC,9,7
16025,,E,E,VikingsCC,9,7
12468,,E,E,WaratahMastersCC,9,7
15517,,E,E,WaratahMastersCC,9,7
12819,,E,E,CaravelloCC,9,7
14115,1,E,E,WaratahMastersCC,9,7
12345,2,E,D,WaratahMastersCC,9,7
13048,,F,F,WaratahMastersCC,9,7
12434,,F,E,WaratahMastersCC,9,7
15924,,F,F,WaratahMastersCC,9,7
12437,,F,F,WaratahMastersCC,9,7
12425,,F,F,WaratahMastersCC,9,7
12383,1,F,F,WaratahMastersCC,9,7
12347,2,F,E,WaratahMastersCC,9,7
15655,,A,A,WaratahMastersCC,16,7
14579,,A,A,PenrithCC,16,7
15664,,A,A,WaratahMastersCC,16,7
15654,,A,B,DulwichHillBC,16,7
15244,,A,A,ParramattaCC,16,7
12336,,A,A,WaratahMastersCC,16,7
13407,,A,B,LidcombeAuburnCC,16,7
13865,,A,A,CaravelloCC,16,7
13674,,A,A,RandwickBotanyCC,16,7
15069,,A,A,Bicisport,16,7
16210,,A,A,Unknown,16,7
15224,,A,B,RandwickBotanyCC,16,7
13385,,A,A,MarconiCC,16,7
14769,,A,B,EasternSuburbsCC,16,7
13960,1,A,A,PenrithCC,16,7
15679,2,A,A,NorthWesternSydneyCC,16,7
13432,3,A,A,MarconiCC,16,7
13826,4,A,A,ParramattaCC,16,7
12895,5,A,A,MarconiCC,16,7
13480,,B,B,WaratahMastersCC,16,7
15652,,B,B,WaratahMastersCC,16,7
14191,,B,B,PelotonSports,16,7
15762,,B,B,WaratahMastersCC,16,7
15445,,B,B,RandwickBotanyCC,16,7
16199,,B,B,WaratahMastersCC,16,7
13486,,B,B,LidcombeAuburnCC,16,7
13140,,B,B,LidcombeAuburnCC,16,7
14896,,B,B,WaratahMastersCC,16,7
13579,,B,B,SouthernHighlandsCC,16,7
12552,,B,B,PenrithCC,16,7
3638,,B,B,WaratahMastersCC,16,7
12704,,B,B,EasternSuburbsCC,16,7
13704,,B,B,RandwickBotanyCC,16,7
12479,,B,B,WaratahMastersCC,16,7
16206,,B,B,WaratahMastersCC,16,7
16198,,B,B,WaratahMastersCC,16,7
13951,,B,B,LidcombeAuburnCC,16,7
15381,,B,B,BankstownSportsCC,16,7
16197,,B,C,WaratahMastersCC,16,7
3661,,B,B,WaratahMastersCC,16,7
13956,,B,B,WaratahMastersCC,16,7
13886,,B,B,WaratahMastersCC,16,7
14127,,B,A,WaratahMastersCC,16,7
14691,,B,B,WaratahMastersCC,16,7
15546,,B,B,WaratahMastersCC,16,7
12682,1,B,B,ParramattaCC,16,7
16010,2,B,B,SydneyCC,16,7
15531,3,B,B,LidcombeAuburnCC,16,7
14770,4,B,B,CentralCoastCC,16,7
14971,5,B,B,WaratahMastersCC,16,7
12412,,C,C,WaratahMastersCC,16,7
14148,,C,C,WaratahMastersCC,16,7
12716,,C,C,HunterDistrictCC,16,7
14388,,C,C,WaratahMastersCC,16,7
13336,,C,C,WaratahMastersCC,16,7
12436,,C,C,RandwickBotanyCC,16,7
14701,,C,C,WaratahMastersCC,16,7
14531,,C,C,WaratahMastersCC,16,7
16158,,C,D,LidcombeAuburnCC,16,7
12730,,C,C,WaratahMastersCC,16,7
12596,,C,C,MarconiCC,16,7
16207,,C,C,TownsvilleCC,16,7
15968,,C,C,RandwickBotanyCC,16,7
12633,,C,C,Bicisport,16,7
15809,,C,C,WaratahMastersCC,16,7
13535,,C,C,WaratahMastersCC,16,7
16092,,C,C,PenrithCC,16,7
15507,,C,C,WaratahMastersCC,16,7
15497,,C,C,MarconiCC,16,7
16149,1,C,C,LidcombeAuburnCC,16,7
16195,2,C,C,WaratahMastersCC,16,7
16102,3,C,C,ParramattaCC,16,7
12367,4,C,C,WaratahMastersCC,16,7
16187,5,C,C,WaratahMastersCC,16,7
12483,,D,D,WaratahMastersCC,16,7
14895,,D,D,WaratahMastersCC,16,7
5058,,D,D,WaratahMastersCC,16,7
12334,,D,D,WaratahMastersCC,16,7
13559,,D,D,WaratahMastersCC,16,7
12345,,D,D,WaratahMastersCC,16,7
15857,,D,D,WaratahMastersCC,16,7
16208,,D,D,Unknown,16,7
12499,,D,D,WaratahMastersCC,16,7
12358,,D,D,WaratahMastersCC,16,7
15870,,D,D,WaratahMastersCC,16,7
15256,,D,D,WaratahMastersCC,16,7
15083,,D,D,LidcombeAuburnCC,16,7
12576,,D,D,MarconiCC,16,7
12603,,D,D,BankstownSportsCC,16,7
12443,1,D,D,WaratahMastersCC,16,7
16033,2,D,D,MarconiCC,16,7
12385,3,D,D,WaratahMastersCC,16,7
12621,4,D,D,WaratahMastersCC,16,7
13134,5,D,D,WaratahMastersCC,16,7
12434,,E,E,WaratahMastersCC,16,7
12494,,E,E,WaratahMastersCC,16,7
12478,,E,D,WaratahMastersCC,16,7
12909,,E,E,WaratahMastersCC,16,7
12468,,E,E,WaratahMastersCC,16,7
14115,,E,E,WaratahMastersCC,16,7
15517,1,E,E,WaratahMastersCC,16,7
12819,2,E,E,CaravelloCC,16,7
13048,,F,F,WaratahMastersCC,16,7
15924,,F,F,WaratahMastersCC,16,7
12425,,F,F,WaratahMastersCC,16,7
15020,,F,F,WaratahMastersCC,16,7
12383,1,F,F,WaratahMastersCC,16,7
15648,,A,A,WaratahMastersCC,23,7
12336,,A,A,WaratahMastersCC,23,7
16210,,A,A,Unknown,23,7
16047,,A,B,WaratahMastersCC,23,7
13565,,A,A,PelotonSports,23,7
15765,,A,A,RandwickBotanyCC,23,7
15897,,A,A,GiantCCSydney,23,7
13026,,A,A,ManlyWarringahCC,23,7
15679,1,A,A,NorthWesternSydneyCC,23,7
15283,2,A,A,SydneyCC,23,7
13826,3,A,A,ParramattaCC,23,7
15822,4,A,A,StGeorgeCC,23,7
15145,5,A,A,RandwickBotanyCC,23,7
16010,,B,B,SydneyCC,23,7
16199,,B,B,WaratahMastersCC,23,7
15338,,B,B,SouthernCrossCC,23,7
15727,,B,B,LidcombeAuburnCC,23,7
12764,,B,B,SydneyCC,23,7
3638,,B,B,WaratahMastersCC,23,7
16073,,B,B,WaratahMastersCC,23,7
14770,,B,B,CentralCoastCC,23,7
15487,,B,B,EasternSuburbsCC,23,7
13951,,B,B,LidcombeAuburnCC,23,7
14971,,B,B,WaratahMastersCC,23,7
12704,,B,B,EasternSuburbsCC,23,7
3661,,B,B,WaratahMastersCC,23,7
15146,,B,B,RandwickBotanyCC,23,7
15947,,B,B,SydneyCC,23,7
15546,,B,B,WaratahMastersCC,23,7
14092,1,B,A,WaratahMastersCC,23,7
16011,2,B,B,ManningValleyCC,23,7
16015,3,B,B,RaphaCCSydney,23,7
14769,4,B,B,EasternSuburbsCC,23,7
14161,5,B,B,WaratahMastersCC,23,7
14830,,C,C,WaratahMastersCC,23,7
14148,,C,C,WaratahMastersCC,23,7
12716,,C,C,HunterDistrictCC,23,7
12502,,C,C,WaratahMastersCC,23,7
12412,,C,C,WaratahMastersCC,23,7
14388,,C,C,WaratahMastersCC,23,7
12443,,C,C,WaratahMastersCC,23,7
14701,,C,C,WaratahMastersCC,23,7
14531,,C,C,WaratahMastersCC,23,7
14576,,C,C,DulwichHillBC,23,7
16158,,C,C,LidcombeAuburnCC,23,7
12730,,C,C,WaratahMastersCC,23,7
15834,,C,C,WaratahMastersCC,23,7
12633,,C,C,Bicisport,23,7
16187,,C,C,WaratahMastersCC,23,7
16195,,C,C,WaratahMastersCC,23,7
15809,,C,C,WaratahMastersCC,23,7
12476,,C,C,WaratahMastersCC,23,7
15479,,C,C,GiantCCSydney,23,7
12467,,C,C,ManlyWarringahCC,23,7
14387,,C,C,WaratahMastersCC,23,7
14330,,C,C,CaravelloCC,23,7
16212,1,C,C,ManningValleyCC,23,7
15171,2,C,C,DulwichHillBC,23,7
15703,3,C,C,WaratahMastersCC,23,7
13336,4,C,C,WaratahMastersCC,23,7
14071,5,C,C,WaratahMastersCC,23,7
15256,,D,D,WaratahMastersCC,23,7
12481,,D,D,WaratahMastersCC,23,7
12483,,D,D,WaratahMastersCC,23,7
3655,,D,D,WaratahMastersCC,23,7
12456,,D,D,WaratahMastersCC,23,7
5058,,D,D,WaratahMastersCC,23,7
12353,,D,E,WaratahMastersCC,23,7
16173,,D,D,SydneyCC,23,7
12345,,D,D,WaratahMastersCC,23,7
14857,,D,D,WaratahMastersCC,23,7
12371,,D,D,WaratahMastersCC,23,7
12603,,D,D,BankstownSportsCC,23,7
15150,,D,D,SutherlandShireCC,23,7
15857,1,D,C,WaratahMastersCC,23,7
13134,2,D,D,WaratahMastersCC,23,7
15802,3,D,D,NorthWesternSydneyCC,23,7
16180,4,D,D,StGeorgeCC,23,7
13559,5,D,D,WaratahMastersCC,23,7
12437,,E,E,WaratahMastersCC,23,7
12478,,E,D,WaratahMastersCC,23,7
12468,,E,E,WaratahMastersCC,23,7
12494,1,E,E,WaratahMastersCC,23,7
12383,,F,F,WaratahMastersCC,23,7
12425,,F,F,WaratahMastersCC,23,7
12434,,F,E,WaratahMastersCC,23,7
12347,,F,E,WaratahMastersCC,23,7
15924,1,F,F,WaratahMastersCC,23,7
14536,,A,A,PenrithCC,30,7
15655,,A,A,WaratahMastersCC,30,7
14579,,A,A,PenrithCC,30,7
13975,,A,A,WaratahMastersCC,30,7
15283,,A,A,SydneyCC,30,7
13865,,A,A,CaravelloCC,30,7
13826,,A,A,ParramattaCC,30,7
13057,,A,A,LidcombeAuburnCC,30,7
14811,,A,A,LidcombeAuburnCC,30,7
13407,,A,A,LidcombeAuburnCC,30,7
14127,,A,A,WaratahMastersCC,30,7
16009,,A,A,LidcombeAuburnCC,30,7
14538,,A,A,WaratahMastersCC,30,7
15268,,A,A,LidcombeAuburnCC,30,7
16047,,A,B,WaratahMastersCC,30,7
15822,,A,A,StGeorgeCC,30,7
15648,,A,A,WaratahMastersCC,30,7
14092,,A,A,WaratahMastersCC,30,7
14739,,A,A,Bicisport,30,7
14170,1,A,A,MarconiCC,30,7
15069,1,A,A,Bicisport,30,7
15679,3,A,A,NorthWesternSydneyCC,30,7
16048,4,A,A,ParklifeCC,30,7
15993,5,A,A,SydneyCC,30,7
13480,,B,B,WaratahMastersCC,30,7
14210,,B,B,WaratahMastersCC,30,7
15360,,B,A,WaratahMastersCC,30,7
15652,,B,B,WaratahMastersCC,30,7
12552,,B,B,PenrithCC,30,7
16145,,B,B,ParklifeCC,30,7
14352,,B,B,SydneyUniVeloClub,30,7
15651,,B,B,WaratahMastersCC,30,7
16199,,B,B,WaratahMastersCC,30,7
14896,,B,B,WaratahMastersCC,30,7
16075,,B,B,SydneyCC,30,7
14849,,B,B,WaratahMastersCC,30,7
3638,,B,B,WaratahMastersCC,30,7
15844,,B,C,SydneyCC,30,7
14517,,B,C,WaratahMastersCC,30,7
12479,,B,B,WaratahMastersCC,30,7
16092,,B,C,PenrithCC,30,7
13951,,B,B,LidcombeAuburnCC,30,7
15536,,B,B,SydneyUniVeloClub,30,7
16073,,B,B,WaratahMastersCC,30,7
13956,,B,B,WaratahMastersCC,30,7
16197,,B,C,WaratahMastersCC,30,7
13886,,B,B,WaratahMastersCC,30,7
15546,,B,B,WaratahMastersCC,30,7
3661,,B,B,WaratahMastersCC,30,7
15348,,B,B,WaratahMastersCC,30,7
16030,1,B,B,LidcombeAuburnCC,30,7
16213,2,B,B,LidcombeAuburnCC,30,7
14439,3,B,B,WaratahMastersCC,30,7
16015,4,B,B,RaphaCCSydney,30,7
15381,5,B,B,BankstownSportsCC,30,7
14148,,C,C,WaratahMastersCC,30,7
14101,,C,C,WaratahMastersCC,30,7
12596,,C,C,MarconiCC,30,7
12367,,C,C,WaratahMastersCC,30,7
16158,,C,C,LidcombeAuburnCC,30,7
15521,,C,B,WaratahMastersCC,30,7
12443,,C,C,WaratahMastersCC,30,7
14701,,C,C,WaratahMastersCC,30,7
15705,,C,B,WaratahMastersCC,30,7
16214,,C,C,CNSW,30,7
12730,,C,C,WaratahMastersCC,30,7
15834,,C,C,WaratahMastersCC,30,7
12374,,C,C,WaratahMastersCC,30,7
14330,,C,C,CaravelloCC,30,7
15497,,C,C,MarconiCC,30,7
15512,,C,C,WaratahMastersCC,30,7
12633,,C,C,Bicisport,30,7
16215,,C,C,LidcombeAuburnCC,30,7
15857,,C,C,WaratahMastersCC,30,7
15681,,C,C,LidcombeAuburnCC,30,7
15809,,C,C,WaratahMastersCC,30,7
14388,,C,C,WaratahMastersCC,30,7
14531,,C,C,WaratahMastersCC,30,7
12436,,C,C,RandwickBotanyCC,30,7
16207,,C,C,TownsvilleCC,30,7
14290,1,C,C,WaratahMastersCC,30,7
13336,2,C,C,WaratahMastersCC,30,7
16102,3,C,C,ParramattaCC,30,7
16152,4,C,C,DulwichHillBC,30,7
14071,5,C,C,WaratahMastersCC,30,7
15256,,D,D,WaratahMastersCC,30,7
12481,,D,D,WaratahMastersCC,30,7
5058,,D,D,WaratahMastersCC,30,7
16173,,D,D,SydneyCC,30,7
12576,,D,D,MarconiCC,30,7
12483,,D,D,WaratahMastersCC,30,7
12345,,D,D,WaratahMastersCC,30,7
13559,,D,D,WaratahMastersCC,30,7
12499,,D,D,WaratahMastersCC,30,7
12603,,D,D,BankstownSportsCC,30,7
12385,1,D,D,WaratahMastersCC,30,7
16033,2,D,D,MarconiCC,30,7
14857,3,D,D,WaratahMastersCC,30,7
14895,4,D,D,WaratahMastersCC,30,7
12621,5,D,D,WaratahMastersCC,30,7
12647,,E,E,WaratahMastersCC,30,7
12494,,E,E,WaratahMastersCC,30,7
12437,,E,E,WaratahMastersCC,30,7
12909,,E,E,WaratahMastersCC,30,7
14115,,E,E,WaratahMastersCC,30,7
12819,1,E,E,CaravelloCC,30,7
12478,2,E,D,WaratahMastersCC,30,7
13048,,F,F,WaratahMastersCC,30,7
15924,,F,F,WaratahMastersCC,30,7
16167,,F,F,Unknown,30,7
12347,,F,E,WaratahMastersCC,30,7
12425,,F,F,WaratahMastersCC,30,7
12383,1,F,F,WaratahMastersCC,30,7
12434,2,F,E,WaratahMastersCC,30,7
12557,3,F,F,DulwichHillBC,30,7
14126,,Helper,B,WaratahMastersCC,30,7
12417,,Helper,B,WaratahMastersCC,30,7
3655,,Helper,D,WaratahMastersCC,30,7
5111,,Helper,E,WaratahMastersCC,30,7
