rider,place,grade,usual_grade,club,day,month
13985,,B,B,RandwickBotanyCC,26,3
14229,,B,B,WaratahMastersCC,26,3
15219,,B,B,PenrithCC,26,3
15762,,B,B,WaratahMastersCC,26,3
16085,,B,B,SydneyCC,26,3
14579,,B,B,PenrithCC,26,3
15531,,B,B,LidcombeAuburnCC,26,3
12479,,B,B,WaratahMastersCC,26,3
16045,,B,D,PenrithCC,26,3
15972,,B,B,SydneyCC,26,3
14389,,B,A,SutherlandShireCC,26,3
15947,,B,B,SydneyCC,26,3
15285,,B,B,SydneyCC,26,3
14439,,B,B,WaratahMastersCC,26,3
15185,,B,B,WaratahMastersCC,26,3
14780,,B,B,SydneyCC,26,3
15661,,B,B,NorthernSydneyCC,26,3
16013,1,B,B,SydneyCC,26,3
13956,2,B,B,WaratahMastersCC,26,3
15736,3,B,B,PenrithCC,26,3
12552,4,B,B,PenrithCC,26,3
15238,5,B,B,ADFCycling,26,3
14830,,C,C,WaratahMastersCC,26,3
12716,,C,C,HunterDistrictCC,26,3
15844,,C,C,SydneyCC,26,3
15548,,C,C,WaratahMastersCC,26,3
15436,,C,C,WaratahMastersCC,26,3
14388,,C,C,WaratahMastersCC,26,3
14701,,C,C,WaratahMastersCC,26,3
14531,,C,C,WaratahMastersCC,26,3
15150,,C,D,SutherlandShireCC,26,3
12730,,C,C,WaratahMastersCC,26,3
15576,,C,C,WaratahMastersCC,26,3
15171,,C,C,DulwichHillBC,26,3
15546,,C,B,WaratahMastersCC,26,3
12535,,C,C,LidcombeAuburnCC,26,3
12374,,C,C,WaratahMastersCC,26,3
13912,,C,C,IllawarraCC,26,3
12528,,C,D,LidcombeAuburnCC,26,3
16044,,C,C,ArmidaleCC,26,3
12780,,C,C,WaratahMastersCC,26,3
14148,,C,C,WaratahMastersCC,26,3
15923,,C,C,SydneyCC,26,3
15942,,C,C,WaratahMastersCC,26,3
15981,,C,C,NorthWesternSydneyCC,26,3
12436,,C,C,RandwickBotanyCC,26,3
5458,,C,C,WaratahMastersCC,26,3
13501,,C,C,MarconiCC,26,3
14671,,C,C,LidcombeAuburnCC,26,3
14627,,C,C,LidcombeAuburnCC,26,3
12367,,C,C,WaratahMastersCC,26,3
15992,,C,C,SydneyCC,26,3
15051,1,C,C,ParklifeCC,26,3
15838,2,C,C,StGeorgeCC,26,3
12502,3,C,C,WaratahMastersCC,26,3
16086,4,C,C,SydneyCC,26,3
12412,5,C,C,WaratahMastersCC,26,3
12481,,D,D,WaratahMastersCC,26,3
15827,,D,D,StGeorgeCC,26,3
12478,,D,D,WaratahMastersCC,26,3
15252,,D,E,SydneyCC,26,3
15810,,D,D,WaratahMastersCC,26,3
12362,,D,D,WaratahMastersCC,26,3
12385,,D,D,WaratahMastersCC,26,3
12358,,D,D,WaratahMastersCC,26,3
12576,,D,D,MarconiCC,26,3
13437,,D,D,WaratahMastersCC,26,3
15857,,D,D,WaratahMastersCC,26,3
12679,,D,D,WaratahMastersCC,26,3
12403,,D,D,WaratahMastersCC,26,3
13712,,D,D,MarconiCC,26,3
12603,,D,D,BankstownSportsCC,26,3
15834,1,D,D,WaratahMastersCC,26,3
16087,2,D,D,ManningValleyCC,26,3
12621,3,D,D,WaratahMastersCC,26,3
12439,4,D,C,WaratahMastersCC,26,3
5058,5,D,D,WaratahMastersCC,26,3
12437,,E,F,WaratahMastersCC,26,3
12456,,E,D,WaratahMastersCC,26,3
12434,,E,E,WaratahMastersCC,26,3
12353,,E,E,WaratahMastersCC,26,3
12468,,E,E,WaratahMastersCC,26,3
14115,,E,E,WaratahMastersCC,26,3
15517,,E,E,WaratahMastersCC,26,3
12345,1,E,E,WaratahMastersCC,26,3
12494,2,E,E,WaratahMastersCC,26,3
15020,,F,F,WaratahMastersCC,26,3
15924,,F,F,WaratahMastersCC,26,3
13048,,F,F,WaratahMastersCC,26,3
12347,,F,E,WaratahMastersCC,26,3
12557,,F,F,DulwichHillBC,26,3
12383,1,F,F,WaratahMastersCC,26,3
12425,2,F,F,WaratahMastersCC,26,3
13975,,Helper,A,WaratahMastersCC,26,3
12417,,Helper,B,WaratahMastersCC,26,3
13769,,Helper,B,WaratahMastersCC,26,3
12369,,Helper,C,WaratahMastersCC,26,3
15655,,A,A,WaratahMastersCC,2,4
13202,,A,A,ParramattaCC,2,4
15360,,A,A,WaratahMastersCC,2,4
15699,,A,A,MarconiCC,2,4
13621,,A,A,WaratahMastersCC,2,4
14666,,A,A,NowraVeloClub,2,4
14433,,A,A,SydneyCC,2,4
12812,,A,A,PenrithCC,2,4
13486,,A,B,LidcombeAuburnCC,2,4
15723,,A,A,MarconiCC,2,4
15979,,A,A,PelotonSports,2,4
13432,,A,A,MarconiCC,2,4
3638,,A,A,WaratahMastersCC,2,4
15648,,A,B,WaratahMastersCC,2,4
13623,,A,A,WaratahMastersCC,2,4
15145,,A,A,RandwickBotanyCC,2,4
13969,,A,A,RandwickBotanyCC,2,4
13201,1,A,A,PenrithCC,2,4
15903,2,A,A,RandwickBotanyCC,2,4
15201,3,A,A,PenrithCC,2,4
15936,4,A,A,ManlyWarringahCC,2,4
13114,5,A,A,PenrithCC,2,4
15118,,B,B,LidcombeAuburnCC,2,4
15800,,B,B,NorthWesternSydneyCC,2,4
14389,,B,B,SutherlandShireCC,2,4
15762,,B,B,WaratahMastersCC,2,4
14579,,B,B,PenrithCC,2,4
15487,,B,B,EasternSuburbsCC,2,4
15651,,B,B,WaratahMastersCC,2,4
15531,,B,B,LidcombeAuburnCC,2,4
14989,,B,B,LidcombeAuburnCC,2,4
15984,,B,B,NowraVeloClub,2,4
15833,,B,B,WaratahMastersCC,2,4
16016,,B,C,PenrithCC,2,4
16011,,B,B,ManningValleyCC,2,4
15736,,B,B,PenrithCC,2,4
15956,,B,C,PenrithCC,2,4
15749,,B,B,NorthWesternSydneyCC,2,4
12479,,B,B,WaratahMastersCC,2,4
15238,,B,B,ADFCycling,2,4
13886,,B,B,WaratahMastersCC,2,4
15051,,B,B,ParklifeCC,2,4
16045,,B,B,PenrithCC,2,4
15631,,B,B,NorthWesternSydneyCC,2,4
15090,,B,B,ParklifeCC,2,4
14439,,B,B,WaratahMastersCC,2,4
15149,,B,B,Unknown,2,4
15562,,B,B,BankstownSportsCC,2,4
15553,1,B,B,LidcombeAuburnCC,2,4
15661,2,B,B,NorthernSydneyCC,2,4
15460,3,B,B,SydneyUniVeloClub,2,4
12552,4,B,B,PenrithCC,2,4
15146,5,B,B,RandwickBotanyCC,2,4
14830,,C,C,WaratahMastersCC,2,4
14148,,C,C,WaratahMastersCC,2,4
15548,,C,C,WaratahMastersCC,2,4
15838,,C,C,StGeorgeCC,2,4
14387,,C,C,WaratahMastersCC,2,4
15705,,C,C,WaratahMastersCC,2,4
12730,,C,C,WaratahMastersCC,2,4
15576,,C,C,WaratahMastersCC,2,4
14101,,C,B,WaratahMastersCC,2,4
12454,,C,B,WaratahMastersCC,2,4
14581,,C,C,LidcombeAuburnCC,2,4
14701,,C,C,WaratahMastersCC,2,4
13847,,C,C,PenrithCC,2,4
14627,,C,C,LidcombeAuburnCC,2,4
3692,,C,C,WaratahMastersCC,2,4
14388,,C,C,WaratahMastersCC,2,4
15681,,C,C,LidcombeAuburnCC,2,4
15834,,C,C,WaratahMastersCC,2,4
14671,,C,C,LidcombeAuburnCC,2,4
12367,,C,C,WaratahMastersCC,2,4
12535,,C,C,LidcombeAuburnCC,2,4
16089,1,C,C,PenrithCC,2,4
16090,2,C,C,ParklifeCC,2,4
12374,3,C,C,WaratahMastersCC,2,4
12716,4,C,C,HunterDistrictCC,2,4
15981,5,C,C,NorthWesternSydneyCC,2,4
12481,,D,D,WaratahMastersCC,2,4
12362,,D,D,WaratahMastersCC,2,4
12483,,D,D,WaratahMastersCC,2,4
3655,,D,D,WaratahMastersCC,2,4
12439,,D,C,WaratahMastersCC,2,4
5058,,D,D,WaratahMastersCC,2,4
12478,,D,D,WaratahMastersCC,2,4
15977,,D,D,ParklifeCC,2,4
15810,,D,D,WaratahMastersCC,2,4
13134,,D,D,WaratahMastersCC,2,4
15252,,D,D,SydneyCC,2,4
15150,,D,D,SutherlandShireCC,2,4
12385,,D,D,WaratahMastersCC,2,4
12576,,D,D,MarconiCC,2,4
15827,,D,D,StGeorgeCC,2,4
16091,,D,D,SydneyCC,2,4
12334,,D,D,WaratahMastersCC,2,4
15809,,D,D,WaratahMastersCC,2,4
12443,,D,C,WaratahMastersCC,2,4
12603,,D,D,BankstownSportsCC,2,4
16092,1,D,D,PenrithCC,2,4
13780,2,D,D,WaratahMastersCC,2,4
15406,3,D,C,WaratahMastersCC,2,4
15915,4,D,D,IllawarraCC,2,4
15701,5,D,D,NorthWesternSydneyCC,2,4
12437,,E,F,WaratahMastersCC,2,4
12345,,E,E,WaratahMastersCC,2,4
12434,,E,E,WaratahMastersCC,2,4
12909,,E,E,WaratahMastersCC,2,4
12456,,E,D,WaratahMastersCC,2,4
12468,,E,E,WaratahMastersCC,2,4
15567,,E,E,WaratahMastersCC,2,4
12353,,E,E,WaratahMastersCC,2,4
14115,,E,E,WaratahMastersCC,2,4
16093,1,E,E,GraftonCC,2,4
12335,2,E,E,WaratahMastersCC,2,4
15924,,F,F,WaratahMastersCC,2,4
12383,,F,F,WaratahMastersCC,2,4
12425,,F,F,WaratahMastersCC,2,4
13048,,F,F,WaratahMastersCC,2,4
12347,1,F,E,WaratahMastersCC,2,4
12417,,Helper,B,WaratahMastersCC,2,4
3661,,Helper,B,WaratahMastersCC,2,4
14895,,Helper,D,WaratahMastersCC,2,4
13480,,A,B,WaratahMastersCC,9,4
13960,,A,A,PenrithCC,9,4
15655,,A,A,WaratahMastersCC,9,4
12895,,A,A,MarconiCC,9,4
14536,,A,A,PenrithCC,9,4
15360,,A,A,WaratahMastersCC,9,4
14502,,A,A,StGeorgeCC,9,4
13946,,A,A,PenrithCC,9,4
13385,,A,B,MarconiCC,9,4
15400,,A,A,NorthernSydneyCC,9,4
16095,,A,A,DulwichHillBC,9,4
13975,,A,A,WaratahMastersCC,9,4
16058,,A,A,NorthernSydneyCC,9,4
15244,,A,A,ParramattaCC,9,4
15081,,A,B,NorthernSydneyCC,9,4
12336,,A,A,WaratahMastersCC,9,4
13865,,A,A,CaravelloCC,9,4
13432,,A,A,MarconiCC,9,4
15869,,A,A,NorthernSydneyCC,9,4
14631,,A,A,LidcombeAuburnCC,9,4
13826,,A,A,ParramattaCC,9,4
15268,,A,A,LidcombeAuburnCC,9,4
14509,,A,A,PenrithCC,9,4
15425,,A,A,SydneyCC,9,4
15808,,A,A,BankstownSportsCC,9,4
16094,,A,A,NorthernSydneyCC,9,4
15510,,A,B,Unknown,9,4
15690,,A,A,SydneyCC,9,4
15250,,A,A,SutherlandShireCC,9,4
14170,1,A,A,MarconiCC,9,4
15249,2,A,A,DulwichHillBC,9,4
13845,3,A,A,SydneyCC,9,4
13950,4,A,A,Bicisport,9,4
12699,5,A,A,MarconiCC,9,4
15149,,B,B,Unknown,9,4
14210,,B,B,WaratahMastersCC,9,4
13793,,B,B,PenrithCC,9,4
15727,,B,B,LidcombeAuburnCC,9,4
14123,,B,B,PenrithCC,9,4
15913,,B,C,SydneyCC,9,4
15090,,B,B,ParklifeCC,9,4
15651,,B,B,WaratahMastersCC,9,4
15285,,B,B,SydneyCC,9,4
13956,,B,B,WaratahMastersCC,9,4
12346,,B,B,WaratahMastersCC,9,4
15118,,B,B,LidcombeAuburnCC,9,4
16016,,B,C,PenrithCC,9,4
16043,,B,B,SydneyCC,9,4
15485,,B,B,BathurstCC,9,4
16078,,B,B,SydneyCC,9,4
16098,,B,B,SydneyCC,9,4
16010,,B,B,SydneyCC,9,4
16013,,B,B,SydneyCC,9,4
3638,,B,A,WaratahMastersCC,9,4
13486,,B,B,LidcombeAuburnCC,9,4
16097,,B,B,SydneyCC,9,4
14971,,B,B,WaratahMastersCC,9,4
14819,,B,B,PenrithCC,9,4
15546,,B,B,WaratahMastersCC,9,4
12479,,B,B,WaratahMastersCC,9,4
15997,,B,B,SydneyCC,9,4
16011,,B,B,ManningValleyCC,9,4
14541,,B,B,SydneyCC,9,4
13951,,B,B,LidcombeAuburnCC,9,4
16073,,B,B,WaratahMastersCC,9,4
15531,,B,B,LidcombeAuburnCC,9,4
3661,,B,B,WaratahMastersCC,9,4
15396,,B,B,HarlequinWheelmen,9,4
14439,,B,B,WaratahMastersCC,9,4
15185,,B,B,WaratahMastersCC,9,4
15886,,B,B,CootamundraCC,9,4
16050,,B,B,SydneyCC,9,4
14849,,B,B,WaratahMastersCC,9,4
16096,1,B,B,ManlyWarringahCC,9,4
15917,2,B,B,WaratahMastersCC,9,4
14579,3,B,B,PenrithCC,9,4
15652,4,B,B,WaratahMastersCC,9,4
15736,5,B,B,PenrithCC,9,4
14830,,C,C,WaratahMastersCC,9,4
14101,,C,B,WaratahMastersCC,9,4
12716,,C,C,HunterDistrictCC,9,4
12528,,C,D,LidcombeAuburnCC,9,4
15548,,C,C,WaratahMastersCC,9,4
13562,,C,C,WaratahMastersCC,9,4
14701,,C,C,WaratahMastersCC,9,4
14531,,C,C,WaratahMastersCC,9,4
12730,,C,C,WaratahMastersCC,9,4
15576,,C,C,WaratahMastersCC,9,4
16099,,C,C,Unknown,9,4
12374,,C,C,WaratahMastersCC,9,4
15681,,C,C,LidcombeAuburnCC,9,4
12780,,C,C,WaratahMastersCC,9,4
13501,,C,C,MarconiCC,9,4
12436,,C,C,RandwickBotanyCC,9,4
15838,,C,C,StGeorgeCC,9,4
15992,,C,C,SydneyCC,9,4
3692,,C,C,WaratahMastersCC,9,4
12896,,C,C,ManlyWarringahCC,9,4
12633,,C,C,Bicisport,9,4
15834,,C,C,WaratahMastersCC,9,4
12412,,C,C,WaratahMastersCC,9,4
12367,,C,C,WaratahMastersCC,9,4
14388,,C,C,WaratahMastersCC,9,4
14071,,C,C,WaratahMastersCC,9,4
13535,,C,C,WaratahMastersCC,9,4
16100,1,C,C,SydneyCC,9,4
15658,2,C,C,NorthWesternSydneyCC,9,4
14691,3,C,C,WaratahMastersCC,9,4
14387,4,C,C,WaratahMastersCC,9,4
15705,5,C,C,WaratahMastersCC,9,4
12481,,D,D,WaratahMastersCC,9,4
12483,,D,D,WaratahMastersCC,9,4
5058,,D,D,WaratahMastersCC,9,4
12478,,D,D,WaratahMastersCC,9,4
12621,,D,D,WaratahMastersCC,9,4
12576,,D,D,MarconiCC,9,4
13375,,D,D,Bicisport,9,4
15827,,D,D,StGeorgeCC,9,4
13780,,D,D,WaratahMastersCC,9,4
12406,,D,D,WaratahMastersCC,9,4
12373,,D,E,WaratahMastersCC,9,4
13437,,D,D,WaratahMastersCC,9,4
12439,,D,C,WaratahMastersCC,9,4
14895,,D,D,WaratahMastersCC,9,4
13712,,D,D,MarconiCC,9,4
16101,,D,D,WaratahMastersCC,9,4
12358,,D,D,WaratahMastersCC,9,4
12334,,D,D,WaratahMastersCC,9,4
16102,,D,D,ParramattaCC,9,4
15150,,D,D,SutherlandShireCC,9,4
14964,,D,D,WaratahMastersCC,9,4
15802,,D,D,NorthWesternSydneyCC,9,4
14857,,D,D,WaratahMastersCC,9,4
12603,,D,D,BankstownSportsCC,9,4
15256,,D,D,WaratahMastersCC,9,4
16103,1,D,D,WaratahMastersCC,9,4
15810,2,D,D,WaratahMastersCC,9,4
15914,3,D,C,SutherlandShireCC,9,4
12362,4,D,D,WaratahMastersCC,9,4
13212,5,D,D,WaratahMastersCC,9,4
12468,,E,E,WaratahMastersCC,9,4
12494,,E,E,WaratahMastersCC,9,4
12647,,E,E,WaratahMastersCC,9,4
12437,,E,F,WaratahMastersCC,9,4
12434,,E,E,WaratahMastersCC,9,4
15517,,E,E,WaratahMastersCC,9,4
15567,1,E,E,WaratahMastersCC,9,4
14115,2,E,E,WaratahMastersCC,9,4
13048,,F,F,WaratahMastersCC,9,4
12425,,F,F,WaratahMastersCC,9,4
15020,,F,F,WaratahMastersCC,9,4
12347,,F,E,WaratahMastersCC,9,4
12383,,F,F,WaratahMastersCC,9,4
12495,1,F,D,LidcombeAuburnCC,9,4
15833,,Helper,B,WaratahMastersCC,9,4
15655,,A,A,WaratahMastersCC,16,4
15510,,A,A,Unknown,16,4
15360,,A,A,WaratahMastersCC,16,4
13432,,A,A,MarconiCC,16,4
14558,,A,A,NorthernSydneyCC,16,4
15690,,A,A,SydneyCC,16,4
12336,,A,A,WaratahMastersCC,16,4
13511,,A,A,LidcombeAuburnCC,16,4
15250,,A,A,SutherlandShireCC,16,4
14495,,A,A,ParramattaCC,16,4
13826,,A,A,ParramattaCC,16,4
15869,,A,A,NorthernSydneyCC,16,4
15298,,A,A,SutherlandShireCC,16,4
15244,,A,A,ParramattaCC,16,4
13963,,A,A,LidcombeAuburnCC,16,4
15249,,A,A,DulwichHillBC,16,4
13201,1,A,A,PenrithCC,16,4
15069,2,A,A,Bicisport,16,4
14170,3,A,A,MarconiCC,16,4
16095,4,A,A,DulwichHillBC,16,4
13960,5,A,A,PenrithCC,16,4
15487,,B,B,EasternSuburbsCC,16,4
14210,,B,B,WaratahMastersCC,16,4
16073,,B,B,WaratahMastersCC,16,4
16016,,B,B,PenrithCC,16,4
14303,,B,B,WaratahMastersCC,16,4
12438,,B,B,WaratahMastersCC,16,4
14896,,B,B,WaratahMastersCC,16,4
14439,,B,B,WaratahMastersCC,16,4
15149,,B,B,Unknown,16,4
15219,,B,B,PenrithCC,16,4
15108,,B,B,SydneyCC,16,4
12479,,B,B,WaratahMastersCC,16,4
16105,,B,B,SydneyCC,16,4
15727,,B,B,LidcombeAuburnCC,16,4
16078,,B,B,SydneyCC,16,4
15546,,B,B,WaratahMastersCC,16,4
5914,1,B,B,MarconiCC,16,4
13793,2,B,B,PenrithCC,16,4
15410,3,B,B,SydneyCC,16,4
15886,4,B,B,CootamundraCC,16,4
15531,5,B,B,LidcombeAuburnCC,16,4
14830,,C,C,WaratahMastersCC,16,4
14101,,C,C,WaratahMastersCC,16,4
15995,,C,C,SydneyCC,16,4
12716,,C,C,HunterDistrictCC,16,4
12467,,C,C,ManlyWarringahCC,16,4
15548,,C,C,WaratahMastersCC,16,4
15730,,C,C,NorthWesternSydneyCC,16,4
14388,,C,C,WaratahMastersCC,16,4
15507,,C,C,WaratahMastersCC,16,4
13535,,C,C,WaratahMastersCC,16,4
12778,,C,C,WaratahMastersCC,16,4
13562,,C,C,WaratahMastersCC,16,4
14701,,C,C,WaratahMastersCC,16,4
14531,,C,C,WaratahMastersCC,16,4
16106,,C,C,DubboCC,16,4
5458,,C,C,WaratahMastersCC,16,4
12730,,C,C,WaratahMastersCC,16,4
15576,,C,C,WaratahMastersCC,16,4
12633,,C,C,Bicisport,16,4
12374,,C,C,WaratahMastersCC,16,4
15786,,C,C,SydneyCC,16,4
12436,,C,C,RandwickBotanyCC,16,4
12896,,C,C,ManlyWarringahCC,16,4
12476,,C,C,WaratahMastersCC,16,4
12596,,C,C,MarconiCC,16,4
14330,,C,C,CaravelloCC,16,4
3692,,C,C,WaratahMastersCC,16,4
15810,,C,C,WaratahMastersCC,16,4
15150,,C,D,SutherlandShireCC,16,4
12535,,C,C,LidcombeAuburnCC,16,4
15834,,C,C,WaratahMastersCC,16,4
14071,,C,C,WaratahMastersCC,16,4
15910,,C,C,LidcombeAuburnCC,16,4
15093,1,C,B,WaratahMastersCC,16,4
12502,2,C,C,WaratahMastersCC,16,4
12412,3,C,C,WaratahMastersCC,16,4
14691,4,C,C,WaratahMastersCC,16,4
12367,5,C,C,WaratahMastersCC,16,4
12483,,D,D,WaratahMastersCC,16,4
14857,,D,D,WaratahMastersCC,16,4
5058,,D,D,WaratahMastersCC,16,4
12478,,D,D,WaratahMastersCC,16,4
12334,,D,D,WaratahMastersCC,16,4
12358,,D,D,WaratahMastersCC,16,4
12576,,D,D,MarconiCC,16,4
12443,,D,C,WaratahMastersCC,16,4
12603,,D,D,BankstownSportsCC,16,4
15999,,D,D,BikeNorth,16,4
15787,,D,D,SouthernCrossCC,16,4
13437,,D,D,WaratahMastersCC,16,4
15256,,D,D,WaratahMastersCC,16,4
15525,,D,D,LidcombeAuburnCC,16,4
14895,,D,D,WaratahMastersCC,16,4
12371,,D,D,WaratahMastersCC,16,4
12679,,D,D,WaratahMastersCC,16,4
15715,,D,D,SydneyCC,16,4
12360,1,D,C,WaratahMastersCC,16,4
12385,2,D,D,WaratahMastersCC,16,4
16102,3,D,D,ParramattaCC,16,4
12439,4,D,C,WaratahMastersCC,16,4
12621,5,D,D,WaratahMastersCC,16,4
12437,,E,F,WaratahMastersCC,16,4
12468,,E,E,WaratahMastersCC,16,4
12494,,E,E,WaratahMastersCC,16,4
14115,,E,E,WaratahMastersCC,16,4
16107,,E,E,Unknown,16,4
15517,,E,E,WaratahMastersCC,16,4
12456,,E,E,WaratahMastersCC,16,4
12345,,E,E,WaratahMastersCC,16,4
12647,1,E,E,WaratahMastersCC,16,4
12353,2,E,E,WaratahMastersCC,16,4
15020,,F,F,WaratahMastersCC,16,4
12425,,F,F,WaratahMastersCC,16,4
13048,,F,F,WaratahMastersCC,16,4
12383,1,F,F,WaratahMastersCC,16,4
12417,,Helper,B,WaratahMastersCC,16,4
12421,,Helper,B,WaratahMastersCC,16,4
3712,,Helper,D,WaratahMastersCC,16,4
13960,,A,A,PenrithCC,17,4
14536,,A,A,PenrithCC,17,4
15655,,A,A,WaratahMastersCC,17,4
15528,,A,A,ParramattaCC,17,4
15145,,A,A,RandwickBotanyCC,17,4
14544,,A,A,PenrithCC,17,4
14263,,A,A,SydneyUniVeloClub,17,4
14566,,A,A,SydneyCC,17,4
16111,,A,A,PelotonSports,17,4
13201,,A,A,PenrithCC,17,4
15298,,A,A,SutherlandShireCC,17,4
15690,,A,A,SydneyCC,17,4
13876,,A,A,PenrithCC,17,4
12694,,A,A,VikingsCC,17,4
14499,,A,A,NowraVeloClub,17,4
15488,,A,A,PelotonSports,17,4
13975,,A,A,WaratahMastersCC,17,4
15683,,A,B,SydneyUniVeloClub,17,4
15292,,A,A,SydneyUniVeloClub,17,4
15480,,A,A,EasternSuburbsCC,17,4
15903,,A,A,RandwickBotanyCC,17,4
13161,,A,A,SydneyUniVeloClub,17,4
16112,,A,A,ManlyWarringahCC,17,4
15153,,A,A,IllawarraCC,17,4
14468,,A,A,SydneyUniVeloClub,17,4
14910,,A,A,NorthWesternSydneyCC,17,4
16113,,A,A,SutherlandShireCC,17,4
16114,,A,A,MarconiCC,17,4
15765,,A,A,RandwickBotanyCC,17,4
12336,,A,A,WaratahMastersCC,17,4
14589,,A,A,EasternSuburbsCC,17,4
15529,,A,A,ParramattaCC,17,4
15854,,A,A,SutherlandShireCC,17,4
15450,,A,A,HarlequinWheelmen,17,4
16084,,A,A,RaphaCCSydney,17,4
16115,,A,A,CentralCoastCC,17,4
15089,,A,A,SydneyCC,17,4
15048,,A,A,SydneyUniVeloClub,17,4
15964,,A,A,ManningValleyCC,17,4
13969,,A,A,RandwickBotanyCC,17,4
15268,,A,A,LidcombeAuburnCC,17,4
15508,,A,B,ManlyWarringahCC,17,4
13945,,A,A,WaratahMastersCC,17,4
16004,,A,A,IllawarraCC,17,4
14977,,A,A,ManlyWarringahCC,17,4
15822,,A,A,StGeorgeCC,17,4
15315,,A,A,EasternSuburbsCC,17,4
15699,,A,A,MarconiCC,17,4
13621,,A,A,WaratahMastersCC,17,4
15244,,A,A,ParramattaCC,17,4
13197,,A,A,RandwickBotanyCC,17,4
15644,,A,A,HarlequinWheelmen,17,4
14450,,A,A,RandwickBotanyCC,17,4
15425,,A,A,SydneyCC,17,4
13862,,A,A,EasternSuburbsCC,17,4
16108,,A,A,SydneyUniVeloClub,17,4
13674,,A,A,RandwickBotanyCC,17,4
16109,,A,A,SydneyUniVeloClub,17,4
16110,,A,A,ManningValleyCC,17,4
15808,,A,A,BankstownSportsCC,17,4
14404,,A,A,PenrithCC,17,4
13946,,A,A,PenrithCC,17,4
15648,,A,A,WaratahMastersCC,17,4
15136,,A,A,MacarthurCollegiansCC,17,4
13865,,A,A,CaravelloCC,17,4
14176,,A,A,RandwickBotanyCC,17,4
12699,,A,A,MarconiCC,17,4
15514,,A,B,PelotonSports,17,4
13655,,A,A,SouthernCrossCC,17,4
13576,,A,A,PenrithCC,17,4
15901,,A,A,ManningValleyCC,17,4
14502,,A,A,StGeorgeCC,17,4
15331,,A,A,SydneyUniVeloClub,17,4
15286,,A,A,ManlyWarringahCC,17,4
13789,,A,A,LidcombeAuburnCC,17,4
14847,,A,A,ParramattaCC,17,4
13306,,A,A,ParramattaCC,17,4
15843,,A,A,RandwickBotanyCC,17,4
13094,,A,A,RandwickBotanyCC,17,4
14650,,A,A,ParramattaCC,17,4
13262,,A,A,ManlyWarringahCC,17,4
15530,,A,A,SydneyCC,17,4
13728,,A,A,EasternSuburbsCC,17,4
15664,,A,B,WaratahMastersCC,17,4
14991,1,A,A,ParklifeCC,17,4
15723,2,A,A,MarconiCC,17,4
13114,3,A,A,PenrithCC,17,4
15069,4,A,A,Bicisport,17,4
14170,5,A,A,MarconiCC,17,4
14123,,B,B,PenrithCC,17,4
13480,,B,B,WaratahMastersCC,17,4
14727,,B,B,PenrithCC,17,4
15553,,B,B,LidcombeAuburnCC,17,4
14009,,B,B,PenrithCC,17,4
13792,,B,B,StGeorgeCC,17,4
14770,,B,B,CentralCoastCC,17,4
15129,,B,B,PenrithCC,17,4
13704,,B,B,RandwickBotanyCC,17,4
13886,,B,B,WaratahMastersCC,17,4
16013,,B,B,SydneyCC,17,4
16127,,B,B,HarlequinWheelmen,17,4
13374,,B,B,SydneyUniVeloClub,17,4
15305,,B,B,IllawarraCC,17,4
13793,,B,B,PenrithCC,17,4
15372,,B,B,ManningValleyCC,17,4
16130,,B,B,IllawarraCC,17,4
15833,,B,B,WaratahMastersCC,17,4
14127,,B,A,WaratahMastersCC,17,4
15873,,B,B,PenrithCC,17,4
15185,,B,B,WaratahMastersCC,17,4
15121,,B,B,RandwickBotanyCC,17,4
16118,,B,B,NorthernSydneyCC,17,4
15149,,B,B,Unknown,17,4
14579,,B,B,PenrithCC,17,4
15847,,B,B,SutherlandShireCC,17,4
14838,,B,B,GriffithCC,17,4
15390,,B,B,SutherlandShireCC,17,4
15562,,B,B,BankstownSportsCC,17,4
15224,,B,B,RandwickBotanyCC,17,4
14151,,B,B,EasternSuburbsCC,17,4
16123,,B,B,Bicisport,17,4
12966,,B,B,ParramattaCC,17,4
12682,,B,B,ParramattaCC,17,4
14279,,B,B,RandwickBotanyCC,17,4
16015,,B,B,RaphaCCSydney,17,4
16124,,B,B,MarconiCC,17,4
16126,,B,B,ParramattaCC,17,4
15146,,B,B,RandwickBotanyCC,17,4
13985,,B,B,RandwickBotanyCC,17,4
16128,,B,B,ParramattaCC,17,4
16129,,B,B,ParklifeCC,17,4
12787,,B,A,SutherlandShireCC,17,4
14893,,B,B,RandwickBotanyCC,17,4
13773,,B,B,MarconiCC,17,4
15558,,B,B,EasternSuburbsCC,17,4
16045,,B,B,PenrithCC,17,4
15460,,B,B,SydneyUniVeloClub,17,4
13385,,B,B,MarconiCC,17,4
16131,,B,B,SutherlandShireCC,17,4
14819,,B,B,PenrithCC,17,4
16116,,B,B,SydneyUniVeloClub,17,4
12552,,B,B,PenrithCC,17,4
13514,,B,A,CentralCoastCC,17,4
16043,,B,B,SydneyCC,17,4
16117,,B,B,SydneyUniVeloClub,17,4
13486,,B,B,LidcombeAuburnCC,17,4
13844,,B,B,SydneyUniVeloClub,17,4
13943,,B,A,WaratahMastersCC,17,4
15929,,B,B,SydneyUniVeloClub,17,4
15473,,B,B,PenrithCC,17,4
15090,,B,B,ParklifeCC,17,4
14829,,B,B,ParramattaCC,17,4
16120,,B,B,ManningValleyCC,17,4
